tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:47:44,00:43:07,1662,1.0,"Resposta á acusação

Do Direito 

Os réus foram acusados de tentativa de furto mediante a utilização de ferramentas manuais o caixa eletrônico do Banco Peixe, mas os mesmos não conseguiram obter êxito, já que a estrutura de aço é imune à ação mecânica por força humana. Na fase da Instruçao Processual, foram repetidas as provas orais por falta de provas materiais diversas. Tendo em vista, que os réus não devem ser acusados por falta de provas suficientes para acusação destes, com fulcro no Art. 386, VII do CPP.


Conforme entendimento Jurisprudencial do STJ, temos a seguinte decisão:


AgRg no RECURSO EM MANDADO DE SEGURANÇA Nº 24.582 - SP (2007/0166389-3) RELATOR : MINISTRO NEFI CORDEIRO AGRAVANTE : ANDERSON PALÁCIO ADVOGADO : LUCIANO ANDERSON DE SOUZA E OUTRO(S) AGRAVADO : FAZENDA DO ESTADO DE SÃO PAULO PROCURADOR : FERNANDO FRANCO E OUTRO(S) EMENTA ADMINISTRATIVO. AGRAVO REGIMENTAL NO RECURSO ORDINÁRIO. MANDADO DE SEGURANÇA. DEMISSÃO. ABSOLVIÇÃO CRIMINAL POR INSUFICIÊNCIA DE PROVAS. AUSÊNCIA DE REPERCUSSÃO NA ESFERA ADMINISTRATIVA. INDEPENDÊNCIA ENTRE AS INSTÂNCIAS ADMINISTRATIVA, PENAL E CIVIL. I - Este Superior Tribunal de Justiça firmou entendimento quanto à independência entre as instâncias administrativa, penal e civil, pacificando também orientação no sentido de excepcionar a referida regra somente nos casos em que reconhecida, na sentença penal, a inexistência material do fato ou a negativa de sua autoria. II - Quanto à absolvição criminal por insuficiência de provas, entende este Superior Tribunal de Justiça que a sua ocorrência não afasta a responsabilidade administrativa nas hipóteses em que decorra da falta de provas nos autos. III - Agravo Regimental improvido. ACÓRDÃO Vistos, relatados e discutidos os autos em que são partes as acima indicadas, acordam os Ministros da Sexta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, por unanimidade, negar provimento ao agravo regimental, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Ericson Maranho (Desembargador convocado do TJ/SP), Maria Thereza de Assis Moura, Sebastião Reis Júnior (Presidente) e Rogerio Schietti Cruz votaram com o Sr. Ministro Relator. Brasília, 04 de agosto de 2015(Data do Julgamento) MINISTRO NEFI CORDEIRO Relator.




","06/11/2023, 21:43:09"
00:00:17,00:00:02,1662,1.0,afsdgs,"06/11/2023, 21:43:15"
00:48:41,00:44:02,1662,1.0," DO DIREITO 


1. Tendo em vista que os reus na presente ação ao momento do interrogatorio de são reus confessos de boa fé o decreto preventivo não evidenciou receio de perigo gerado pelo estado de liberdade dos imputados à conveniência da instrução criminal ou para assegurar a aplicação da lei penal, a prisão preventiva pode ser decretada somente se haja houver prova da existência do crime e indício suficiente de autoria, como garantia da ordem pública, da ordem econômica, por conveniência da instrução criminal ou para assegurar a aplicação da lei penal, em decisão motivada e fundamentada acerca do receio de perigo gerado pelo estado de liberdade do imputado e da contemporaneidade da necessidade da medida extrema (Art. 311 a 316 do CPP), diante disso requer o relaxamento da prisão dos reus conforme o Art. 310 inciso I do Código Penal.



2. Em outro sentido nesses memoriais presentes, ressaltamos o oficio juntado aos autos do Banco Peixe, que neles demonstram que a estrutura do caixa eletronico de nenhum modo foi danificado pelos atos cometidos pelos reus e que a ação cometida pelos mesmos são imune a estrutura do caixa eletronico desse modo tornanco o fato ilicito impossivel requerendo assim a consideração do tal crime em questão como crime impossivel como previsto no Art. 17 do CP 



","06/11/2023, 21:43:58"
00:44:10,00:39:05,1662,1.0,"Resposta à Acusação nos termos do Art. 396 do CPP


I - DO DIREITO


Segundo consta, os acusados incorreram no crime constante no Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal. 


Da Insuficiencia de Provas 


No presente caso, inexiste provas suficientes para a acusação dos denunciados. Conforme preconiza o Art. 386, in ciso VII do CPP, o Reu será ABSOLVIDO. Senão Vejamos: 


Art. 386. O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça:
VII – não existir prova suficiente para a condenação.


Ademais, a ausência ddo exame de corpo de delito no caso concreto, conforme inteligencia do Art. 158. do CPP, conforme entendimento jurisprudencial:


Título: REsp 1968165
Data: 2022-12-21
Relator: ROGERIO SCHIETTI CRUZ
AgRg no RECURSO ESPECIAL Nº 1968165 - PR (2021/0348318-1) RELATOR : MINISTRO ROGERIO SCHIETTI CRUZ AGRAVANTE : MINISTÉRIO PÚBLICO FEDERAL AGRAVADO : SANTINO PEREIRA RAMOS ADVOGADO : JOÃO HENRIQUE DIAS DE CONTI - PR071515 INTERES. : MINISTÉRIO PÚBLICO DO ESTADO DO PARANÁEMENTA AGRAVO REGIMENTAL NO RECURSO ESPECIAL. VIOLÊNCIA DOMÉSTICA. MATERIALIDADE DELITIVA DO CRIME DE LESÃO CORPORAL. PROVA PERICIAL OU DOCUMENTOS MÉDICOS. AUSÊNCIA DE MOTIVAÇÃO IDÔNEA PARA JUSTIFICAR A EXCEPCIONAL DISPENSA DA PROVA TÉCNICA. VÍTIMA NÃO COMPARECEU EM JUÍZO. DECLARAÇÕES PRESTADAS EM ÂMBITO POLICIAL REFUTADAS. ABSOLVIÇÃO QUE SE IMPÕE. AGRAVO NÃO PROVIDO.

1. O artigo 158 do Código de Processo Penal estabelece a indispensabilidade da realização do exame de corpo de delito, direto ou indireto, quando a infração deixar vestígios. O artigo 167, por sua vez, relativiza a referida regra ao consignar que, ""não sendo possível o exame de corpo de delito, por haverem desaparecido os vestígios, a prova testemunhal poderá suprir-lhe a falta"".

2. Nos casos envolvendo violência doméstica e familiar contra a mulher, a jurisprudência desta Corte Superior admite como meio de provas laudos ou prontuários médicos fornecidos por hospitais e postos de saúde, consoante dicção do artigo 12, § 3º, da Lei n. 11.340/2006.

3. Na hipótese, não foram apresentados prontuários ou laudos médicos, tampouco realizado exame de corpo de delito com o intuito de comprovar a existência de lesões. Deveras, nos crimes que deixam vestígios, a ausência de motivação idônea para justificar a excepcional dispensa da prova técnica acarreta a absolvição do acusado.

4. Ademais, a vítima não foi ouvida em juízo e suas declarações em âmbito inquisitorial foram, ao menos parcialmente, refutadas por outras testemunhas.

5. Assim, diante da inexistência de prova pericial e de documentos médicos, bem como de acervo probatório válido, produzido sob o crivo do contraditório e da ampla defesa, não é possível ratificar a condenação do acusado.

6. Agravo regimental não provido.ACÓRDÃO Vistos e relatados estes autos em que são partes as acima indicadas, acordam os Ministros da SEXTA TURMA do Superior Tribunal de Justiça, em sessão virtual de 13/12/2022 a 19/12/2022, por unanimidade, negar provimento ao recurso, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Laurita Vaz, Sebastião Reis Júnior, Antonio Saldanha Palheiro e Jesuíno Rissato (Desembargador Convocado do TJDFT) votaram com o Sr. Ministro Relator. Presidiu o julgamento a Sra. Ministra Laurita Vaz.Brasília (DF), 19 de dezembro de 2022. Ministro ROGERIO SCHIETTI CRUZ Relator.



","06/11/2023, 21:44:17"
00:00:11,00:00:01,1662,1.0,asd,"06/11/2023, 21:45:09"
00:51:46,00:35:00,1662,1.0,"                                                                                                                     RESPOSTA À ACUSAÇÃO




1- DO DIREITO


O art. 1° da cf/88, inciso III, etabelece que a República Federal do Brasil constitui-se em Estado Democratica de Direito, o qual tem como tem como fundamento  a dignidade da pessoa humana.
 
art 386, III do CP. Quando o fato não constitui crime, impõe descrever fato típico, mas, durante a instrução, a prova colhida é convicente no sentido de que o fato praticado não é aquele descrito na acusação inicial, mas outro não previsto em qualquer norma penal incriminadora.


art. 158 do CPP. A infração dexar vestígios, será indispensável o exame de corpo de delito, direto ou indireto, não podendo supri-lo a confissão do acusado.


REQUER A ABSOLVIÇÃO SUMÁRIA

Art. 397 CPPArt. 397, incisos I, II e III. Após o cumprimento do disposto no art. 396-A, e parágrafos, deste Código, o juiz deverá absolver sumariamente o acusado quando verificar: 
























.

 ","06/11/2023, 21:47:15"
00:50:00,00:43:19,1662,1.0,"DO DIREITO: ART. 14, II, CP.


DO PEDIDO: ART. 155, § 4,  I e IV, CP.

DIANTE DOS ELEMENTSOS APRESENTADOS E CONSIDERANDO A CONFISSAO DOS REUS E COM NAS BASAES 
NAS EVIDENCIAS APRESENTADAS,  CONCLUI-SE QUE A CONDUTA DOS NÃO CONFIGURA TENTATIVA DE FURTO QUALIFICADO, DEVENDO SER ABSOLVIDOS  DAS IMPUTAÇÕES, CONFORME O DISPOSTO NO ART. 386, III, CPP.


","06/11/2023, 21:48:17"
00:00:10,00:00:02,1662,1.0,ASADSASDA,"06/11/2023, 21:48:24"
00:00:08,00:00:03,1662,1.0,ignore,"06/11/2023, 22:06:15"
00:13:33,00:05:31,1662,1.0,"Art. 14, inciso 2 cp","06/11/2023, 22:47:25"
00:20:21,00:19:54,1662,1.0,"EXCELENTÍSSIMO SENHOR DOUTOR JUIZ DE DIREITO DA VARA CRIMINAL DA COMARCA DE BARNABEU/CN


Ricardo e Roberto, já devidamente qualificados nos autos do processo em epígrafe, vem, respeitosamente à presença de V. Excelência, apresentar MEMORIAIS, com fulcro no art. 403, § 3o  do CPP, nos termos de fato e direito a seguir apresentados.


b. Do Mérito.


3- ABSOLVIÇÃO POR FALTA DE PROVAS


É importante abordar o princípio da presunção de inocência, que estabelece que todos são considerados inocentes até que haja uma sentença penal condenatória definitiva. Isso implica que o ônus da prova recai sobre quem faz a acusação, não o acusado. A acusação deve fornecer provas que demonstrem a culpa do réu de forma cabal.


A presunção de inocência serve como uma regra de tratamento que determina que a prova dos fatos relevantes deve obedecer aos critérios de distribuição dos encargos de demonstração. Isso significa que o acusado não precisa provar sua inocência, a menos que a acusação prove sua culpa de forma convincente.


Além disso, o princípio da presunção de inocência coloca a responsabilidade sobre o juiz penal de proteger os interesses do acusado e limitar a restrição de seus direitos fundamentais somente quando necessário para a investigação dos fatos.


No que diz respeito ao ônus da prova, o artigo 156 do Código de Processo Penal estabelece que a prova da alegação cabe à parte que a faz.


No presente caso, o Ministério Público não apresentou provas suficientes para convencer o juiz. É importante lembrar que a simples menção a fatos sem comprovação não é suficiente para justificar uma punição.


O ônus da prova recai sobre o Ministério Público, que não conseguiu demonstrar a culpa do réu no caso em questão. Não houve provas sólidas que sustentassem a acusação.


Portanto, diante da fragilidade das provas apresentadas em juízo, a absolvição do acusado é a medida apropriada, de acordo com o princípio ""in dubio pro reo"", que prevê que em caso de dúvida, a favor do réu. A condenação requer provas conclusivas e irrefutáveis, o que não foi o caso aqui, como estabelecido no Código de Processo Penal. Portanto, a ação penal deve ser julgada improcedente e o réu absolvido com base nos argumentos acima.



3.1- QUALIFICADORA POR DESTRUIÇÃO OU ROMPIMENTO DE OBSTÁCULO – ART. 155, § 4º, I, DO CP


Excelentíssimo Juiz, caso não se opte pela absolvição do acusado, é imperativo que a qualificadora descrita no artigo 155, § 4º, inciso I, do Código Penal seja excluída. Essa qualificadora requer a apresentação de um laudo pericial que comprove a materialidade do crime para ser aplicada.


No entanto, o Ministério Público não solicitou, nem na fase de investigação nem durante o processo, a realização de um laudo papiloscópico ou um laudo do local dos fatos que comprovassem o rompimento de obstáculo.


Portanto, não é justificável a aplicação da qualificadora de rompimento de obstáculo, mesmo que fosse aplicável, uma vez que não foi conduzido um laudo pericial no local do crime.


Conforme o artigo 158 do Código de Processo Penal, quando houver vestígios, um exame pericial é fundamental. Apenas um laudo pericial poderia estabelecer se houve ou não o rompimento de obstáculo no local do crime. Nesse caso, a falta de produção dessa prova torna impossível presumir a ocorrência da qualificadora em questão, conforme entendimento do Superior Tribunal de Justiça.


Além disso, o artigo 167 do Código de Processo Penal permite que, em casos de impossibilidade de exame de corpo de delito devido ao desaparecimento de vestígios, a prova testemunhal possa substituir essa falta.


No entanto, nos autos, não há evidência de prova testemunhal que possa comprovar a presença da qualificadora. As testemunhas ouvidas em juízo (policiais militares) não forneceram informações sobre a destruição ou rompimento de obstáculo, e o próprio réu, em seu interrogatório, afirmou que ao chegar no local, a porta já estava aberta, o que invalida a aplicação da qualificadora.


3.2- QUALIFICADORA PELO CONCURSO DE PESSOAS – ART. 155, § 4º, IV, DO CP


No que diz respeito à qualificadora do concurso de agentes (art. 155, § 4º, inciso IV, do CP), não existem provas nos autos que estabeleçam a conexão entre o acusado e outras pessoas.


Para que o concurso de pessoas seja configurado, é essencial que haja um vínculo causal entre cada um dos envolvidos e o resultado. Além disso, as pessoas devem compartilhar uma ligação psicológica, demonstrando adesão subjetiva à conduta criminosa de outrem com o objetivo comum.


Como destacado por Cezar Roberto Bittencourt em seu Tratado de Direito Penal:


""A causalidade física é apenas uma parte do complexo problema do concurso de pessoas, que também exige o vínculo subjetivo para ser completo. (...) Portanto, na ausência do nexo causal ou do vínculo subjetivo, não podemos falar em concurso de pessoas.""


A jurisprudência também enfatiza que:


""A simples assistência material não é suficiente para configurar a coautoria, sendo necessário comprovar um acordo de vontades em direção à participação consciente na obtenção do resultado desejado pelo ato ilícito."" (TACRIM - SP - AC - Rel. Juiz Camargo Sampaio - JUTACRIM 70/199).


Portanto, solicitamos a exclusão da qualificadora do concurso de pessoas.


3.3 - CIRCUNSTÂNCIA ATENUANTE – CONFISSÃO ESPONTÂNEA


O acusado admitiu a participação no crime de furto em concurso de pessoas e fez uma confissão espontânea durante seu interrogatório, perante a autoridade.


Portanto, ele tem direito à atenuação da pena, de acordo com o artigo 65, III, d, do Código Penal Brasileiro, que estabelece que as circunstâncias que sempre atenuam a pena incluem ""ter o agente confessado espontaneamente, perante a autoridade, a autoria do crime"".


Dessa forma, o acusado preenche os dois requisitos necessários para que seja aplicada a atenuante da pena, uma vez que se trata de um direito público subjetivo.


3.4 - APLICAÇÃO DA PENA E DO REGIME


Na primeira fase da dosimetria da pena, devem ser consideradas as circunstâncias judiciais do artigo 59 do Código Penal, que envolvem a culpabilidade, antecedentes, conduta social, personalidade, motivos, circunstâncias, consequências do crime e o comportamento da vítima.


O acusado colaborou com a instrução processual e não possui condenações anteriores com trânsito em julgado, sendo, portanto, considerado réu primário.


Nesse sentido, a pena-base deve ser estabelecida no patamar mínimo legal, conforme o artigo 59 do Código Penal. Além disso, o regime de cumprimento da pena deve ser aberto ou semiaberto, conforme o artigo 33, § 2º, b ou c, do Código Penal.


A culpabilidade do acusado é mínima, não indicando uma conduta altamente reprovável pela sociedade.


A conduta social do acusado não pode ser avaliada devido à falta de provas a favor ou contra ele.


A personalidade do acusado é difícil de ser avaliada nos autos, pois não há elementos técnicos disponíveis, e o julgador não deve fazer uma valoração negativa sem evidências.


Os motivos do crime são comuns para o tipo de delito em questão, não exigindo uma valoração prejudicial.


As circunstâncias do delito são comuns e não agravam a situação.


As consequências do crime não foram significativas.


Com base no princípio da presunção de inocência, o acusado deve ter a oportunidade de recorrer em liberdade até o trânsito em julgado, pois as circunstâncias do crime e suas condições pessoais são favoráveis, destacando sua primariedade e a falta de elementos desabonadores em sua conduta ou personalidade.
","06/11/2023, 22:56:41"
